"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20180101 ~ 20181231"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","등기신청일자","거래유형","중개사소재지"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201801","3","130,000","4","1987","언주로 3",""," ","-","-"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201801","8","117,000","2","1987","언주로 3",""," ","-","-"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201801","11","130,000","1","1987","언주로 3",""," ","-","-"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201803","19","139,500","2","1987","언주로 3",""," ","-","-"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","54.98","201804","5","107,500","5","1987","언주로 3",""," ","-","-"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201806","28","145,000","3","1987","언주로 3",""," ","-","-"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","54.98","201807","9","112,000","3","1987","언주로 3",""," ","-","-"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201808","22","160,000","4","1987","언주로 3",""," ","-","-"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201809","28","160,000","5","1987","언주로 3",""," ","-","-"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","161","201801","10","210,000","12","1984","개포로 307",""," ","-","-"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","161","201802","3","225,000","14","1984","개포로 307",""," ","-","-"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201807","14","160,000","11","1984","개포로 307",""," ","-","-"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","133.46","201807","20","160,000","5","1984","개포로 307",""," ","-","-"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","161","201807","30","234,000","5","1984","개포로 307",""," ","-","-"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201808","16","165,000","12","1984","개포로 307",""," ","-","-"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201808","16","170,000","10","1984","개포로 307",""," ","-","-"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","161","201808","21","240,000","15","1984","개포로 307",""," ","-","-"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이","170.32","201801","2","162,000","16","2004","개포로109길 69",""," ","-","-"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이","134.3","201801","19","153,500","3","2004","개포로109길 69",""," ","-","-"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이","170.32","201801","25","175,000","15","2004","개포로109길 69",""," ","-","-"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이","134.3","201803","19","158,000","18","2004","개포로109길 69",""," ","-","-"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이","168.42","201804","14","171,000","5","2004","개포로109길 69",""," ","-","-"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이","134.3","201806","6","162,000","8","2004","개포로109길 69",""," ","-","-"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이","134.3","201808","10","175,000","8","2004","개포로109길 69",""," ","-","-"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이","153.8","201808","20","200,000","12","2004","개포로109길 69",""," ","-","-"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이","134.3","201808","31","179,000","21","2004","개포로109길 69",""," ","-","-"
"서울특별시 강남구 개포동","141","0141","0000","개포주공1단지","50.38","201801","2","163,000","4","1982","개포로 310",""," ","-","-"
"서울특별시 강남구 개포동","141","0141","0000","개포주공1단지","58.08","201801","5","176,000","3","1982","개포로 310",""," ","-","-"
"서울특별시 강남구 개포동","141","0141","0000","개포주공1단지","50.64","201801","5","160,000","5","1982","개포로 310",""," ","-","-"
"서울특별시 강남구 개포동","141","0141","0000","개포주공1단지","58.08","201801","6","170,000","1","1982","개포로 310",""," ","-","-"
"서울특별시 강남구 개포동","141","0141","0000","개포주공1단지","50.64","201801","8","165,000","3","1982","개포로 310",""," ","-","-"
"서울특별시 강남구 개포동","141","0141","0000","개포주공1단지","35.87","201801","12","140,000","4","1982","개포로 310",""," ","-","-"
"서울특별시 강남구 개포동","141","0141","0000","개포주공1단지","50.64","201801","13","164,000","3","1982","개포로 310",""," ","-","-"
"서울특별시 강남구 개포동","141","0141","0000","개포주공1단지","58.08","201801","16","179,000","2","1982","개포로 310",""," ","-","-"
"서울특별시 강남구 개포동","141","0141","0000","개포주공1단지","50.38","201801","16","165,000","1","1982","개포로 310",""," ","-","-"
